**************************************************************************************************************************
 POS Exterior Orientation Computation Utility         Version  8.2
 Copyright (C) 1997-2018 by Applanix Corporation      [Feb 28 2018] 
 All rights reserved.                                        
**************************************************************************************************************************
 
 Parameter setup:
 POSPROC SBET file: S:\Misc\ABGPS2\KAS18PA200_1TA5_04222018\KAS18PA200_1TA5_04222018_Client\KAS18PA200_1TA5_04222018\Mission 1\Proc\sbet_Mission 1.out 
 Camera mid-exposure event file: S:\Misc\ABGPS2\KAS18PA200_1TA5_04222018\KAS18PA200_1TA5_04222018_Client\KAS18PA200_1TA5_04222018\Mission 1\Extract\event1_Mission 1.dat 
   Event time shift: 0.000000 sec 
 Photo ID file: B:\POSPac MMS\KAS18PA200_1TA5_04222018\KAS18PA200_1TA5_04222018_Client\KAS18PA200_1TA5_04222018\Mission 1\Extract\Event1_Mission 1.dat 
   Photo ID file format: 2 Fields (Time, Photo ID) Format 
   Offset between PHOTO ID and EVENT file times: 0.000000 sec 
   PHOTO ID time tolerance: 0.300000 sec 
   Scale the Height Output selected. Average ground height 5.000000 
 Mapping frame epoch: 2018.304110
 Mapping frame datum: NAD83 (2011)  ; a = 6378137.000000; 1/f = 298.257222;
 Coordinate transformation from ITRF00 to mapping frame datum 
    dX = 1.010513; dY = -1.916213; dZ = -0.510848; f = 0.999999996785; 
    R1 = 0.000000132560; R2 = -0.000000032488; R3 = 0.000000050966;
 sequence of the rotations: x,y,z,1 
 Mapping frame projection : Lambert2;
 Central meridian = -71.500000 deg; Latitude of the grid origin = 41.000000 deg;
 Southern standard parallel = 41.716667 deg; Northern standard parallel = 42.683333 deg;
 False easting = 200000.000000 m; False northing = 750000.000000 m; 
 Sequence of the rotation from mapping to image frame: 
    First rotation is about the 'x' axis by the 'omega' angle. 
1_50008     50008   54695.031050  756516.117 2971394.651 3992.996    0.22887   -0.13978   56.92181 42.40105892 -71.12846919
1_50009     50009   54696.596179  756952.465 2971111.690 3990.501   -0.56192    0.43981   56.87061 42.40027725 -71.12685827
1_50010     50010   54698.153039  757387.372 2970831.943 3989.531   -0.06541   -0.06097   57.16593 42.39950439 -71.12525267
1_50011     50011   54699.717046  757825.064 2970551.291 3985.175   -0.05721    0.06748   57.19082 42.39872899 -71.12363682
1_50012     50012   54701.281136  758262.979 2970270.087 3977.767    0.04111    0.02034   57.17255 42.39795205 -71.12202019
1_50013     50013   54702.839049  758698.570 2969989.193 3967.729   -0.05119    0.00464   57.04588 42.39717597 -71.12041220
1_50014     50014   54704.403036  759136.514 2969708.190 3961.443    0.36079   -0.17564   57.39604 42.39639954 -71.11879554
1_50015     50015   54705.960203  759574.026 2969430.059 3956.956    0.27885   -0.16344   57.53122 42.39563097 -71.11718047
1_50016     50016   54707.524051  760015.097 2969152.090 3953.943    0.41110   -0.18472   57.82829 42.39486278 -71.11555226
1_50017     50017   54709.080370  760455.681 2968876.018 3954.470   -0.33872    0.37330   57.79312 42.39409978 -71.11392586
1_50018     50018   54710.636555  760897.149 2968600.505 3948.166    0.16890   -0.08197   58.00796 42.39333827 -71.11229622
1_50019     50019   54712.187552  761337.357 2968326.676 3944.149    0.20185   -0.21604   57.97358 42.39258138 -71.11067126
1_50020     50020   54713.737538  761776.408 2968052.919 3941.768   -0.25093    0.01694   57.85480 42.39182468 -71.10905061
1_50021     50021   54715.302538  762218.003 2967775.643 3945.831    0.06672   -0.02933   57.73227 42.39105827 -71.10742065
1_50022     50022   54716.866555  762657.918 2967498.455 3957.309   -0.28636    0.13440   57.47671 42.39029210 -71.10579694
1_50023     50023   54718.432545  763095.880 2967220.579 3969.471    0.13901   -0.12549   57.48806 42.38952404 -71.10418052
1_50024     50024   54719.997540  763531.775 2966944.225 3980.592    0.38313   -0.03331   57.63746 42.38876016 -71.10257176
1_50025     50025   54721.585090  763972.851 2966665.374 3989.596    0.11817    0.02060   57.55309 42.38798934 -71.10094390
1_50026     50026   54723.157039  764407.654 2966387.908 3995.965   -0.07663    0.02526   57.29261 42.38722238 -71.09933928
1_50027     50027   54724.750079  764846.710 2966105.851 4001.194    0.00729    0.04078   57.16096 42.38644274 -71.09771903
1_50028     50028   54726.344069  765285.407 2965823.695 4000.467   -0.02730    0.04534   57.20648 42.38566282 -71.09610016
1_50029     50029   54727.931194  765722.122 2965543.790 3998.858    0.21321   -0.13547   57.28869 42.38488907 -71.09448862
1_50030     50030   54729.523039  766159.116 2965263.256 4001.388    0.02052    0.04520   57.16676 42.38411357 -71.09287610
1_50031     50031   54731.123030  766597.457 2964980.777 3998.960   -0.07291    0.09067   57.05421 42.38333269 -71.09125867
1_50032     50032   54732.715072  767033.171 2964698.884 3995.093    0.03217    0.05217   56.82837 42.38255343 -71.08965099
1_50033     50033   54734.310094  767468.924 2964416.412 3993.143   -0.02337    0.03656   56.95670 42.38177256 -71.08804322
1_50034     50034   54735.916257  767907.393 2964132.620 3989.630    0.09699    0.00687   57.14344 42.38098801 -71.08642546
1_50035     50035   54737.510026  768344.424 2963853.664 3982.692    0.37714   -0.26422   57.54783 42.38021673 -71.08481297
1_50036     50036   54739.101231  768782.487 2963575.667 3976.187   -0.02702    0.04482   57.43688 42.37944804 -71.08319668
1_50037     50037   54740.686653  769219.818 2963298.395 3972.685    0.19810   -0.14732   57.53464 42.37868133 -71.08158314
1_50038     50038   54742.272534  769657.631 2963021.111 3973.653    0.09311    0.04621   57.46555 42.37791455 -71.07996784
1_50039     50039   54743.873527  770098.607 2962740.148 3972.813   -0.19539    0.13484   57.32672 42.37713762 -71.07834095
1_50040     50040   54745.460573  770535.382 2962462.304 3971.424    0.13073   -0.15142   57.43677 42.37636928 -71.07672958
1_50041     50041   54747.046759  770971.493 2962185.235 3973.368    0.45218   -0.23438   57.60129 42.37560305 -71.07512070
1_50042     50042   54748.660607  771415.142 2961903.870 3972.676    0.17472   -0.06471   57.56109 42.37482490 -71.07348404
1_50043     50043   54750.239030  771848.904 2961628.387 3972.381   -0.05708    0.05004   57.45064 42.37406301 -71.07188390
1_50044     50044   54751.847045  772291.241 2961348.069 3973.314   -0.03043    0.05289   57.41579 42.37328771 -71.07025216
1_50045     50045   54753.438032  772729.052 2961070.494 3975.063   -0.09337    0.20323   57.28963 42.37251998 -71.06863715
1_50046     50046   54755.033032  773166.798 2960790.619 3984.054    0.02262    0.03764   57.12394 42.37174591 -71.06702247
1_50047     50047   54756.639033  773606.729 2960508.978 3993.130   -0.17715    0.06285   57.13692 42.37096695 -71.06539978
1_50048     50048   54758.240033  774044.218 2960228.501 4004.224    0.21459   -0.23992   57.31137 42.37019119 -71.06378614
1_50049     50049   54759.841146  774479.552 2959947.355 4009.865    0.02671   -0.03598   57.03567 42.36941360 -71.06218052
1_50050     50050   54761.443037  774912.812 2959666.999 4020.811    0.07546   -0.03601   57.07506 42.36863818 -71.06058261
2_50051     50051   54895.969955  774079.120 2958312.933 3971.011   -0.57721    0.38385 -122.10085 42.36493435 -71.06369324
2_50052     50052   54897.754952  773635.909 2958588.618 3976.301   -0.64138    0.14954 -122.17084 42.36569705 -71.06532801
2_50053     50053   54899.520947  773200.181 2958865.459 3981.799   -0.29202    0.10118 -122.53636 42.36646278 -71.06693511
2_50054     50054   54901.295966  772761.821 2959143.192 3979.853   -0.13434    0.07397 -122.45345 42.36723098 -71.06855197
2_50055     50055   54903.079960  772321.561 2959422.812 3972.949   -0.09049    0.09671 -122.58092 42.36800436 -71.07017586
2_50056     50056   54904.861962  771882.072 2959701.858 3968.236   -0.03774   -0.03820 -122.56298 42.36877614 -71.07179695
2_50057     50057   54906.636953  771443.743 2959978.106 3966.549    0.04431   -0.07052 -122.30770 42.36954019 -71.07341384
2_50058     50058   54908.420948  771002.510 2960254.688 3961.144   -0.10618    0.01151 -122.27986 42.37030518 -71.07504151
2_50059     50059   54910.195968  770563.258 2960529.700 3952.573    0.09992   -0.12985 -122.40630 42.37106581 -71.07666192
2_50060     50060   54911.970946  770124.805 2960805.800 3946.410    0.09408   -0.01111 -122.52981 42.37182939 -71.07827939
2_50061     50061   54913.746946  769689.009 2961085.518 3940.561    0.14402    0.03116 -123.06144 42.37260284 -71.07988699
2_50062     50062   54915.529306  769254.143 2961367.938 3937.538    0.01757   -0.10925 -123.46543 42.37338367 -71.08149115
2_50063     50063   54917.323746  768818.882 2961653.473 3932.828    0.26557   -0.20192 -123.44238 42.37417303 -71.08309676
2_50064     50064   54919.114508  768384.178 2961936.927 3923.912    0.09929    0.07981 -123.13760 42.37495665 -71.08470037
2_50065     50065   54920.925445  767944.108 2962220.537 3923.538    0.07236   -0.12485 -122.83687 42.37574075 -71.08632389
2_50066     50066   54922.726446  767506.946 2962498.674 3926.566   -0.13793    0.07884 -122.58096 42.37650977 -71.08793678
2_50067     50067   54924.537934  767068.964 2962777.080 3931.365   -0.07310   -0.03589 -122.72012 42.37727951 -71.08955274
2_50068     50068   54926.360936  766630.002 2963056.609 3935.585    0.20024   -0.10969 -122.50168 42.37805233 -71.09117235
2_50069     50069   54928.189126  766190.878 2963335.589 3941.800    0.00632   -0.07919 -122.39828 42.37882361 -71.09279260
2_50070     50070   54930.005941  765755.017 2963610.193 3946.724   -0.15687    0.08396 -122.23482 42.37958283 -71.09440090
2_50071     50071   54931.857942  765312.424 2963889.722 3953.978    0.13567   -0.07874 -122.50222 42.38035562 -71.09603406
2_50072     50072   54933.690944  764875.628 2964166.391 3960.854   -0.01149    0.11691 -122.44400 42.38112047 -71.09764586
2_50073     50073   54935.542952  764434.797 2964445.584 3966.287    0.04880   -0.05116 -122.44955 42.38189227 -71.09927259
2_50074     50074   54937.390957  763993.805 2964722.804 3966.086   -0.30700    0.01288 -122.19934 42.38265864 -71.10089998
2_50075     50075   54939.231938  763552.775 2964998.627 3962.851   -0.11038    0.08266 -122.24948 42.38342115 -71.10252758
2_50076     50076   54941.055963  763115.093 2965274.167 3960.396   -0.12110    0.03519 -122.41827 42.38418283 -71.10414284
2_50077     50077   54942.872952  762678.916 2965549.485 3959.551    0.04542    0.01689 -122.42305 42.38494384 -71.10575256
2_50078     50078   54944.720944  762236.931 2965832.346 3953.079   -0.09569    0.14589 -122.86302 42.38572561 -71.10738369
2_50079     50079   54946.546446  761801.154 2966112.089 3947.498    0.03764   -0.13703 -123.06685 42.38649872 -71.10899194
2_50080     50080   54948.372935  761365.094 2966391.113 3942.161   -0.08850   -0.03056 -122.83002 42.38726984 -71.11060129
2_50081     50081   54950.214720  760924.642 2966672.214 3938.612   -0.05036   -0.00955 -122.71866 42.38804669 -71.11222690
2_50082     50082   54952.039587  760487.629 2966951.146 3941.863   -0.05120   -0.05713 -122.72062 42.38881752 -71.11383985
2_50083     50083   54953.861936  760051.098 2967230.581 3955.139   -0.33358    0.23776 -122.60467 42.38958970 -71.11545105
2_50084     50084   54955.688985  759614.296 2967512.108 3971.198   -0.12253    0.11642 -122.83073 42.39036761 -71.11706326
2_50085     50085   54957.520938  759176.231 2967793.581 3983.202   -0.35010    0.08915 -122.68951 42.39114536 -71.11868019
2_50086     50086   54959.330072  758741.641 2968069.688 3992.932   -0.25243    0.02199 -122.65879 42.39190832 -71.12028438
2_50087     50087   54961.160127  758301.133 2968351.310 3996.667   -0.30633    0.14547 -122.73107 42.39268646 -71.12191042
2_50088     50088   54962.970079  757865.250 2968630.778 3999.154   -0.38862   -0.09686 -122.92607 42.39345861 -71.12351942
2_50089     50089   54964.786956  757429.112 2968913.372 4001.977    0.55423   -0.29355 -123.27988 42.39423932 -71.12512936
2_50090     50090   54966.610946  756990.316 2969198.569 3998.340   -0.38147    0.14978 -122.96654 42.39502718 -71.12674912
2_50091     50091   54968.410939  756555.882 2969479.882 3994.447   -0.09186    0.13267 -122.97713 42.39580431 -71.12835285
2_50092     50092   54970.225938  756116.304 2969763.236 3996.588   -0.52498    0.28707 -122.84134 42.39658708 -71.12997562
2_50093     50093   54972.008926  755681.603 2970039.649 3995.197   -0.18332    0.08859 -122.63147 42.39735072 -71.13158049
2_50094     50094   54973.798925  755244.454 2970317.965 3988.241   -0.04864    0.04126 -122.65350 42.39811959 -71.13319443
2_50095     50095   54975.607929  754801.830 2970599.648 3979.880    0.07509   -0.00285 -122.62181 42.39889774 -71.13482863
2_50096     50096   54977.399751  754362.993 2970878.583 3971.034   -0.02174    0.00744 -122.43800 42.39966829 -71.13644889
2_50097     50097   54979.183443  753925.094 2971154.815 3970.357    0.13156   -0.03791 -122.44218 42.40043138 -71.13806576
2_50098     50098   54980.974504  753485.185 2971431.879 3990.295    0.53542   -0.44529 -122.42736 42.40119675 -71.13969010
2_50099     50099   54982.776932  753043.356 2971709.300 4023.091    0.25985   -0.19473 -122.26291 42.40196311 -71.14132158
2_50100     50100   54984.567931  752605.226 2971982.467 4050.660   -0.01425    0.03146 -122.04907 42.40271772 -71.14293947
2_50101     50101   54986.368927  752165.212 2972256.549 4068.314    0.08306   -0.15336 -121.97387 42.40347485 -71.14456436
2_50102     50102   54988.177930  751721.746 2972529.984 4074.247   -0.39270    0.24165 -121.68955 42.40423021 -71.14620208
2_50103     50103   54989.966935  751281.882 2972801.932 4075.273    0.02149   -0.15204 -121.93014 42.40498144 -71.14782652
2_50104     50104   54991.765946  750840.285 2973079.735 4081.265   -0.15685   -0.03706 -122.43259 42.40574872 -71.14945733
2_50105     50105   54993.547932  750401.897 2973358.270 4077.555   -0.67363    0.44409 -122.55975 42.40651795 -71.15107629
3_50106     50106   55134.693909  749543.556 2972051.892 4340.285    0.26458   -0.04316   57.56323 42.40294284 -71.15427403
3_50107     50107   55136.293905  749984.107 2971771.316 4343.772    0.14351   -0.04260   57.47137 42.40216802 -71.15264715
3_50108     50108   55137.878900  750420.918 2971493.546 4342.530   -0.14917    0.13179   57.29466 42.40140093 -71.15103411
3_50109     50109   55139.465892  750858.882 2971215.273 4336.202    0.23111   -0.17014   57.57103 42.40063242 -71.14941685
3_50110     50110   55141.051930  751296.708 2970938.143 4346.188    0.10280    0.00462   57.62007 42.39986702 -71.14780012
3_50111     50111   55142.653906  751737.994 2970660.458 4367.085    0.15876   -0.01958   57.65303 42.39910004 -71.14617063
3_50112     50112   55144.253908  752177.711 2970383.667 4378.744    0.01406   -0.07409   57.56786 42.39833551 -71.14454698
3_50113     50113   55145.853909  752618.269 2970107.647 4386.488    0.13913    0.09999   57.66261 42.39757306 -71.14292023
3_50114     50114   55147.438899  753055.272 2969832.736 4390.801    0.32898   -0.23794   57.70348 42.39681367 -71.14130668
3_50115     50115   55149.028891  753494.058 2969554.158 4386.219    0.37575   -0.08388   57.41279 42.39604418 -71.13968661
3_50116     50116   55150.613905  753932.436 2969274.429 4378.025    0.06168   -0.06854   57.29828 42.39527151 -71.13806812
3_50117     50117   55152.204911  754373.260 2968992.165 4375.253    0.41665   -0.30529   57.27025 42.39449183 -71.13644065
3_50118     50118   55153.777440  754809.384 2968712.192 4381.988   -0.27969    0.10100   57.01818 42.39371847 -71.13483058
3_50119     50119   55155.340890  755243.271 2968433.439 4384.978   -0.09290    0.07421   57.13482 42.39294846 -71.13322882
3_50120     50120   55156.926393  755683.802 2968149.869 4380.446    0.06173   -0.18312   56.96716 42.39216513 -71.13160257
3_50121     50121   55158.490898  756118.166 2967868.885 4371.692    0.20903   -0.12842   57.00475 42.39138895 -71.12999915
3_50122     50122   55160.063902  756553.746 2967586.209 4371.297    0.14870    0.21310   56.79807 42.39060809 -71.12839130
3_50123     50123   55161.641884  756990.211 2967303.058 4375.107   -0.10401    0.08676   56.73226 42.38982589 -71.12678022
3_50124     50124   55163.227959  757429.663 2967020.668 4376.798   -0.38502    0.34984   57.06751 42.38904572 -71.12515811
3_50125     50125   55164.792949  757863.218 2966742.558 4374.773    0.17440    0.01291   57.15068 42.38827734 -71.12355779
3_50126     50126   55166.384902  758304.352 2966460.881 4375.285   -0.06820    0.03743   57.28868 42.38749907 -71.12192953
3_50127     50127   55167.949907  758739.314 2966184.443 4369.186    0.38344   -0.26118   57.51652 42.38673522 -71.12032406
3_50128     50128   55169.534920  759180.992 2965904.088 4361.084   -0.06204   -0.00840   57.40662 42.38596051 -71.11869383
3_50129     50129   55171.104890  759619.362 2965625.974 4354.676    0.14537   -0.13344   57.46344 42.38519198 -71.11707585
3_50130     50130   55172.678078  760058.277 2965347.207 4352.346   -0.19138    0.10856   57.40728 42.38442162 -71.11545591
3_50131     50131   55174.248956  760496.560 2965068.986 4353.923    0.29095   -0.11981   57.47561 42.38365274 -71.11383834
3_50132     50132   55175.813171  760933.965 2964792.146 4361.276   -0.04700    0.01724   57.42295 42.38288765 -71.11222403
3_50133     50133   55177.374902  761371.823 2964515.352 4364.837    0.25958   -0.14941   57.46718 42.38212265 -71.11060808
3_50134     50134   55178.938917  761811.267 2964237.262 4359.653    0.39198   -0.16236   57.54161 42.38135405 -71.10898633
3_50135     50135   55180.502906  762250.562 2963958.197 4353.380    0.27378   -0.16999   57.52432 42.38058275 -71.10736517
3_50136     50136   55182.059888  762688.605 2963681.046 4342.832    0.19947   -0.18013   57.61348 42.37981670 -71.10574867
3_50137     50137   55183.623711  763129.243 2963401.739 4331.018    0.02410    0.04415   57.41510 42.37904468 -71.10412263
3_50138     50138   55185.172374  763565.952 2963125.226 4337.987   -0.17341    0.21213   57.54122 42.37828035 -71.10251113
3_50139     50139   55186.732945  764005.759 2962848.181 4358.384    0.09026   -0.05029   57.65148 42.37751450 -71.10088821
3_50140     50140   55188.289911  764444.300 2962573.174 4370.945    0.32982   -0.09496   57.79629 42.37675424 -71.09926997
3_50141     50141   55189.860883  764886.531 2962294.840 4375.565    0.00874    0.14729   57.60065 42.37598477 -71.09763818
3_50142     50142   55191.423964  765326.521 2962016.236 4371.148   -0.19817    0.17104   57.40938 42.37521457 -71.09601473
3_50143     50143   55192.966918  765761.295 2961739.137 4362.569   -0.09585    0.06484   57.27517 42.37444855 -71.09441059
3_50144     50144   55194.514896  766197.484 2961459.705 4354.115    0.04290    0.02325   57.14368 42.37367608 -71.09280130
3_50145     50145   55196.071907  766636.390 2961177.999 4348.000    0.32887   -0.09022   56.91345 42.37289731 -71.09118203
3_50146     50146   55197.621886  767073.700 2960896.748 4342.069    0.26248   -0.17758   56.99045 42.37211979 -71.08956870
3_50147     50147   55199.170881  767510.955 2960614.624 4337.508   -0.14193   -0.00998   56.84264 42.37133986 -71.08795563
3_50148     50148   55200.714884  767945.749 2960332.157 4337.352   -0.27512    0.09810   56.72688 42.37055899 -71.08635171
3_50149     50149   55202.272872  768383.302 2960048.320 4346.083    0.04597    0.09113   56.87348 42.36977430 -71.08473765
3_50150     50150   55203.824138  768818.110 2959767.559 4351.323    0.29581   -0.11479   57.08758 42.36899807 -71.08313372
3_50151     50151   55205.389156  769256.813 2959484.848 4345.838   -0.26663    0.29085   57.07527 42.36821641 -71.08151546
3_50152     50152   55206.936890  769692.085 2959205.394 4327.422    0.21566   -0.26369   57.25757 42.36744371 -71.07990988
3_50153     50153   55208.486876  770130.850 2958926.230 4309.413    0.04919   -0.02398   57.52499 42.36667174 -71.07829140
3_50154     50154   55210.020901  770566.819 2958648.359 4296.316   -0.19371    0.23567   57.20475 42.36590334 -71.07668329
3_50155     50155   55211.554895  771004.526 2958370.130 4289.678    0.33350   -0.33780   57.40849 42.36513390 -71.07506879
3_50156     50156   55213.099509  771444.480 2958088.768 4291.939    0.22350   -0.07108   57.28903 42.36435581 -71.07344608
3_50157     50157   55214.643441  771882.484 2957806.970 4295.279   -0.04398    0.18441   57.07982 42.36357653 -71.07183062
3_50158     50158   55216.195889  772323.065 2957525.776 4299.596    0.08847   -0.00611   57.29299 42.36279885 -71.07020567
3_50159     50159   55217.744892  772762.643 2957246.792 4304.656   -0.02817   -0.01907   57.45038 42.36202722 -71.06858442
3_50160     50160   55219.287892  773200.775 2956970.264 4307.409    0.25341   -0.10152   57.63715 42.36126233 -71.06696851
4_50161     50161   55372.828849  772375.136 2955636.308 4311.672    0.11230   -0.15630 -122.45902 42.35761339 -71.07004824
4_50162     50162   55374.612846  771934.451 2955914.743 4306.345    0.34149   -0.14885 -122.44764 42.35838351 -71.07167350
4_50163     50163   55376.383844  771496.373 2956191.429 4294.894    1.03525   -0.66450 -122.55182 42.35914876 -71.07328919
4_50164     50164   55378.152859  771057.946 2956468.029 4284.317   -0.47391    0.36580 -122.30945 42.35991377 -71.07490621
4_50165     50165   55379.927849  770617.888 2956746.266 4282.929    0.04380   -0.02740 -122.54744 42.36068326 -71.07652927
4_50166     50166   55381.687158  770182.592 2957023.911 4281.836    0.09976   -0.15100 -122.88632 42.36145104 -71.07813476
4_50167     50167   55383.458840  769744.317 2957303.813 4285.489    0.29110   -0.20732 -122.76789 42.36222504 -71.07975127
4_50168     50168   55385.228843  769307.155 2957582.477 4291.770   -0.01573   -0.02427 -122.66007 42.36299559 -71.08136373
4_50169     50169   55387.013841  768867.405 2957861.612 4298.852   -0.08531   -0.21654 -122.57275 42.36376746 -71.08298579
4_50170     50170   55388.797941  768428.446 2958140.549 4302.480   -0.31687    0.08575 -122.66290 42.36453874 -71.08460497
4_50171     50171   55390.589844  767987.024 2958421.277 4297.182    0.29334   -0.12134 -122.62904 42.36531495 -71.08623327
4_50172     50172   55392.354834  767552.024 2958697.103 4297.230   -0.21006    0.19623 -122.37763 42.36607760 -71.08783794
4_50173     50173   55394.138845  767111.478 2958975.034 4297.700   -0.21229    0.12591 -122.45028 42.36684608 -71.08946313
4_50174     50174   55395.913845  766673.333 2959253.523 4299.356   -0.20966    0.11799 -122.59946 42.36761604 -71.09107946
4_50175     50175   55397.688838  766234.826 2959532.777 4305.911   -0.48307    0.22044 -122.67462 42.36838807 -71.09269716
4_50176     50176   55399.468831  765796.123 2959815.392 4314.331    0.36392   -0.37020 -123.28978 42.36916931 -71.09431556
4_50177     50177   55401.243839  765357.635 2960097.138 4324.713    0.35148   -0.33393 -123.06478 42.36994813 -71.09593323
4_50178     50178   55402.996989  764923.142 2960375.195 4335.196    0.11020   -0.18209 -122.82158 42.37071677 -71.09753621
4_50179     50179   55404.766992  764482.224 2960654.326 4352.214   -0.21404    0.06983 -122.42792 42.37148840 -71.09916299
4_50180     50180   55406.525829  764043.466 2960933.371 4361.246   -0.06986   -0.11861 -122.58584 42.37225975 -71.10078182
4_50181     50181   55408.263850  763607.501 2961210.525 4355.324    0.22489   -0.09472 -122.63482 42.37302586 -71.10239039
4_50182     50182   55410.005828  763166.965 2961492.090 4356.057   -0.03215    0.08161 -122.91931 42.37380410 -71.10401583
4_50183     50183   55411.718844  762730.430 2961770.605 4365.182    0.14523   -0.19792 -122.86994 42.37457390 -71.10562656
4_50184     50184   55413.427152  762293.168 2962049.113 4369.193    0.13865   -0.05517 -122.59631 42.37534366 -71.10724002
4_50185     50185   55415.132909  761854.494 2962326.640 4375.268    0.08198   -0.04729 -122.42944 42.37611073 -71.10885876
4_50186     50186   55416.832930  761416.481 2962602.728 4381.736   -0.13276   -0.00391 -122.31264 42.37687382 -71.11047512
4_50187     50187   55418.541328  760976.966 2962879.775 4388.192   -0.36096    0.06501 -122.27799 42.37763954 -71.11209706
4_50188     50188   55420.256916  760535.187 2963157.587 4385.925   -0.29628    0.05839 -122.26611 42.37840736 -71.11372741
4_50189     50189   55421.954834  760094.806 2963431.868 4376.834    0.17375   -0.00373 -121.92911 42.37916545 -71.11535267
4_50190     50190   55423.646877  759652.812 2963705.191 4370.397   -0.12137    0.20783 -121.77831 42.37992091 -71.11698397
4_50191     50191   55425.322972  759213.548 2963976.338 4366.185    0.19866   -0.26713 -122.00402 42.38067035 -71.11860523
4_50192     50192   55427.014841  758771.815 2964252.584 4358.209    0.23881   -0.20046 -122.39259 42.38143378 -71.12023559
4_50193     50193   55428.699831  758333.189 2964529.064 4348.818   -0.28195    0.09127 -122.38899 42.38219779 -71.12185449
4_50194     50194   55430.390828  757893.075 2964807.149 4338.585   -0.17213    0.09677 -122.49513 42.38296620 -71.12347890
4_50195     50195   55432.075831  757455.507 2965086.630 4326.930    0.04986   -0.04781 -122.87356 42.38373839 -71.12509391
4_50196     50196   55433.751843  757019.484 2965366.039 4317.868    0.09356    0.00962 -122.84950 42.38451034 -71.12670324
4_50197     50197   55435.426820  756583.548 2965647.619 4316.568   -0.12984    0.01530 -123.14281 42.38528822 -71.12831225
4_50198     50198   55437.113040  756145.491 2965933.499 4313.725    0.52915   -0.43527 -123.63943 42.38607791 -71.12992909
